ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0090596	sensory organ morphogenesis	65/2067	279/19786	3.609386e-10	6.868313e-08	5.436753e-08	TFAP2B/PRDM1/COL11A1/SDK2/MYO3B/GLI2/RARB/FGFR1/EDN1/MYO3A/BMP7/JAG1/SALL1/CALB1/PTN/HOXA1/GLI3/PITX3/RIPOR2/TULP1/SOBP/EFEMP1/VAX2/ATP6V1B1/KCNQ4/OLFM3/GJB6/WNT1/SOX9/COL5A1/ATP8A2/CRB1/GDF11/MYO7A/BCAR3/FBN2/COL2A1/NKD1/WNT9A/MEIS1/COL8A1/SDK1/NTRK2/ZIC1/THY1/WNT3A/EPHB1/MSX1/FZD5/CTHRC1/FBN1/STAT3/ROR2/COL8A2/RARG/IRX5/GATA2/FJX1/USH1G/DIO3/DLL1/COL5A2/MFRP/CNTF/LHX1	 65
BP	GO:0043583	ear development	57/2067	233/19786	6.188933e-10	1.140891e-07	9.030956e-08	MCOLN3/COL11A1/MYO3B/GLI2/FGFR1/EDN1/TGFB2/MYO3A/JAG1/SALL1/CALB1/HOXA1/GLI3/CDH23/RIPOR2/BMP5/SOBP/ATP6V1B1/MYCL/KCNQ4/PLPPR4/TGFB3/ESRRB/RDH10/GJB6/HPCA/WNT1/SOX9/BMP2/TCF15/ATP8A2/MYO7A/COL2A1/LGR5/NTRK3/CCNA2/CXCL14/GABRB2/PCDH15/FREM2/ZIC1/WNT3A/MSX1/BMPER/CTHRC1/DCHS1/ROR2/CYTL1/KCNK3/GATA2/SLC17A8/USH1G/GABRA5/FAT4/DLL1/C1QTNF5/CEBPA	 57
BP	GO:0001654	eye development	78/2067	369/19786	8.968692e-10	1.603222e-07	1.269063e-07	TFAP2B/PRDM1/SDK2/RARB/TGFB2/BMP7/JAG1/CELF4/CALB1/LIM2/PTN/GLI3/PITX3/TCIRG1/WNT5B/TULP1/PRPH2/EFEMP1/VAX2/OLFM3/RDH10/HPCA/INHBA/NDP/SOX9/RHOJ/BCL11B/DLL4/ALDH1A2/COL5A1/ATP8A2/MYH10/CRB1/PDGFRA/GDF11/SKIL/MYO7A/BCAR3/FBN2/SLC39A5/NTRK3/NKD1/ADAMTS18/WNT9A/MEIS1/COL8A1/MYH15/SDK1/EGFR/NTRK2/FREM2/SLC7A11/CACNA1C/GJA1/THY1/EPHB1/WNT9B/CPAMD8/FZD5/TGFBR2/FBN1/TUB/STAT3/COL8A2/RARG/SH3PXD2B/IRX5/FJX1/SLC17A8/LIMK2/DIO3/DLL1/ARHGEF15/BMPR2/COL5A2/MFRP/CNTF/LHX1	 78
BP	GO:0061564	axon development	92/2067	464/19786	9.578810e-10	1.661924e-07	1.315529e-07	SEMA3F/ETV1/GAB2/TNC/EPHA3/XK/NGFR/CTNNA2/EPHA8/TRPC5/GLI2/SCARF1/PAK3/SEMA5B/CRTAC1/NEFH/TSPO/RPS6KA5/DOK5/BMP7/MAG/PTN/COBL/GLI3/CXCL12/UNC5B/LGI1/UST/FN1/VAX2/APOA1/CNR1/SPP1/CXCR4/BCL11B/OLFM1/MAP1B/MATN2/ATP8A2/MYH10/DCLK1/TSPAN2/SKIL/STXBP1/SPTBN5/NTRK3/CDH11/BOC/EPHA5/PIK3R1/VLDLR/NFIB/NTRK2/LRRC4C/NCAM1/DRD2/FEZ1/THY1/WNT3A/NCAM2/EPHB1/SPTBN4/CHRNB2/NFASC/OTX2/ISLR2/GFRA2/GDNF/ALCAM/B3GNT2/BDNF/GRIN1/SLITRK1/NRXN1/ADGRB1/RGMA/FLRT2/PTCH1/MAPT/SLIT1/TRPV2/COL25A1/RELN/NTNG2/LAMA2/L1CAM/BMPR2/SHANK3/FOXD1/TUBB3/LHX1/NEFL	 92
BP	GO:0048839	inner ear development	51/2067	200/19786	1.050445e-09	1.770450e-07	1.401435e-07	MCOLN3/COL11A1/MYO3B/GLI2/FGFR1/TGFB2/MYO3A/JAG1/CALB1/HOXA1/GLI3/CDH23/RIPOR2/SOBP/ATP6V1B1/MYCL/KCNQ4/PLPPR4/TGFB3/ESRRB/GJB6/HPCA/WNT1/SOX9/BMP2/ATP8A2/MYO7A/COL2A1/LGR5/NTRK3/CCNA2/CXCL14/GABRB2/PCDH15/FREM2/ZIC1/WNT3A/BMPER/CTHRC1/DCHS1/ROR2/CYTL1/KCNK3/GATA2/SLC17A8/USH1G/GABRA5/FAT4/DLL1/C1QTNF5/CEBPA	 51
BP	GO:0048762	mesenchymal cell differentiation	52/2067	207/19786	1.279554e-09	2.096692e-07	1.659679e-07	SEMA3F/HGF/EPHA3/KITLG/FGFR1/EDN1/MEF2C/WNT11/TGFB2/BAMBI/BMP7/JAG1/FAM83D/SFRP1/AKNA/COL1A1/BMP5/EPB41L5/ACVR1/FN1/TGFB3/RDH10/GLIPR2/SOX9/BMP2/ALDH1A2/OLFM1/GATA5/LAMA5/LOXL2/HTR2B/WNT10A/LEF1/TGFB1I1/SFRP2/CRB2/EDNRA/WNT4/MSX1/TGFBR2/HAND2/RANBP3L/HEY1/GDNF/AXIN2/LDLRAD4/HAS2/ERBB4/ALX1/RFLNB/AMER1/DACT3	 52
BP	GO:0048562	embryonic organ morphogenesis	66/2067	294/19786	1.369831e-09	2.183955e-07	1.728754e-07	HOXA11/ALX4/COL11A1/MYO3B/GLI2/RARB/FGFR1/EDN1/MEF2C/WNT11/MYO3A/BMP7/SALL1/HOXA1/GLI3/GLI1/RIPOR2/SOBP/MDFI/HYAL1/ACVR1/EFEMP1/VAX2/ATP6V1B1/KCNQ4/SATB2/TGFB3/RDH10/GJB6/HOXC11/STIL/WNT1/SOX9/HOXD10/ATP8A2/PDGFRA/HLX/MYO7A/FBN2/COL2A1/WNT9A/CRB2/GJA1/ZIC1/WNT3A/MMP16/ZIC3/RNF207/WNT9B/MSX1/FZD5/TGFBR2/HAND2/SOX17/CTHRC1/FBN1/RBPMS2/ROR2/CHST11/RARG/IRX5/GATA2/USH1G/DLL1/SOX18/LHX1	 66
BP	GO:0150063	visual system development	78/2067	373/19786	1.508864e-09	2.309464e-07	1.828103e-07	TFAP2B/PRDM1/SDK2/RARB/TGFB2/BMP7/JAG1/CELF4/CALB1/LIM2/PTN/GLI3/PITX3/TCIRG1/WNT5B/TULP1/PRPH2/EFEMP1/VAX2/OLFM3/RDH10/HPCA/INHBA/NDP/SOX9/RHOJ/BCL11B/DLL4/ALDH1A2/COL5A1/ATP8A2/MYH10/CRB1/PDGFRA/GDF11/SKIL/MYO7A/BCAR3/FBN2/SLC39A5/NTRK3/NKD1/ADAMTS18/WNT9A/MEIS1/COL8A1/MYH15/SDK1/EGFR/NTRK2/FREM2/SLC7A11/CACNA1C/GJA1/THY1/EPHB1/WNT9B/CPAMD8/FZD5/TGFBR2/FBN1/TUB/STAT3/COL8A2/RARG/SH3PXD2B/IRX5/FJX1/SLC17A8/LIMK2/DIO3/DLL1/ARHGEF15/BMPR2/COL5A2/MFRP/CNTF/LHX1	 78
BP	GO:0061333	renal tubule morphogenesis	30/2067	87/19786	1.526853e-09	2.309464e-07	1.828103e-07	HOXA11/MEF2C/WNT11/SALL1/GLI3/FGF1/PGF/WNT1/SOX9/BMP2/HOXD11/LAMA5/AGT/LGR5/WNT9B/WNT4/KIF26B/DCHS1/GDNF/NPNT/IRX1/IRX2/IRX3/AGTR2/PBX1/PTCH1/FAT4/FMN1/FOXD1/LHX1	 30
BP	GO:0042476	odontogenesis	38/2067	129/19786	1.880361e-09	2.773062e-07	2.195074e-07	TNC/DLX3/TP63/GLI2/EDN1/ITGA6/TGFB2/BMP7/SERPINE1/GLI3/ASPN/COL1A1/TCIRG1/CSF3R/TGFB3/INHBA/BMP2/BCL11B/LAMA5/ITGB4/PDGFRA/WNT10A/LEF1/NFIC/RSPO2/ADM/ADAMTS5/EDA/ALPL/MSX1/HAND2/COL1A2/AQP3/HTRA1/AXIN2/CD34/SCN5A/SP6	 38
BP	GO:0060993	kidney morphogenesis	33/2067	103/19786	2.048293e-09	2.947044e-07	2.332793e-07	HOXA11/WNT11/BMP7/SALL1/CALB1/GLI3/FGF1/PGF/SOX4/WNT1/SOX9/BMP2/HOXD11/FOXJ1/LAMA5/AGT/FRAS1/WNT9B/WNT4/KIF26B/DCHS1/GDNF/NPNT/IRX1/IRX2/IRX3/AGTR2/PBX1/PTCH1/FAT4/FMN1/FOXD1/LHX1	 33
BP	GO:0006941	striated muscle contraction	46/2067	176/19786	2.926734e-09	4.110668e-07	3.253883e-07	CACNA1G/EHD3/ATP1A2/KCNN2/MYLK2/TNNC2/CAV1/PDE4D/RGS2/TNNT2/CCN2/KCNJ5/KCNJ8/CXCR4/TNNI3/KCNA5/ACE2/HRC/TNNT3/ATP8A2/MYBPH/DSC2/CHRND/HCN4/PDE5A/CACNA1C/KCNE4/GJA1/CACNA1D/RNF207/STC1/TNNI1/ACTC1/ADORA1/ADRA1B/SGCD/KCND3/KCNE3/KCNE5/SCN4B/SYNM/SLC8A1/CTNNA3/SCN5A/ATP2A1/MYL4	 46
BP	GO:0001657	ureteric bud development	33/2067	105/19786	3.548617e-09	4.868207e-07	3.853528e-07	HOXA11/RARB/FGFR1/WNT11/BMP7/SALL1/CALB1/SFRP1/GLI3/FGF1/PGF/WNT1/SOX9/BMP2/HOXD11/FOXJ1/LAMA5/GDF11/AGT/WNT9B/WNT4/KIF26B/BMPER/DCHS1/GDNF/NPNT/AGTR2/PBX1/PTCH1/FAT4/FMN1/FOXD1/LHX1	 33
BP	GO:0072163	mesonephric epithelium development	33/2067	106/19786	4.640527e-09	6.083216e-07	4.815293e-07	HOXA11/RARB/FGFR1/WNT11/BMP7/SALL1/CALB1/SFRP1/GLI3/FGF1/PGF/WNT1/SOX9/BMP2/HOXD11/FOXJ1/LAMA5/GDF11/AGT/WNT9B/WNT4/KIF26B/BMPER/DCHS1/GDNF/NPNT/AGTR2/PBX1/PTCH1/FAT4/FMN1/FOXD1/LHX1	 33
BP	GO:0072164	mesonephric tubule development	33/2067	106/19786	4.640527e-09	6.083216e-07	4.815293e-07	HOXA11/RARB/FGFR1/WNT11/BMP7/SALL1/CALB1/SFRP1/GLI3/FGF1/PGF/WNT1/SOX9/BMP2/HOXD11/FOXJ1/LAMA5/GDF11/AGT/WNT9B/WNT4/KIF26B/BMPER/DCHS1/GDNF/NPNT/AGTR2/PBX1/PTCH1/FAT4/FMN1/FOXD1/LHX1	 33
BP	GO:0060541	respiratory system development	51/2067	209/19786	5.342853e-09	6.851628e-07	5.423546e-07	TNC/FSTL3/SREBF1/GLI2/FGFR1/WNT11/ADAMTS2/ESRP2/CRISPLD2/RAB3A/PTN/GLI3/GLI1/FGF1/IGFBP5/CCN2/TGFB3/RDH10/SRSF6/SOX9/ALDH1A2/FOXJ1/LAMA5/CHI3L1/SFTPD/PDGFRA/HS6ST1/FGF7/GATA6/RCN3/EGFR/RSPO2/NFIB/SLC7A11/FGF18/ZIC3/HYDIN/EDA/PKDCC/TGFBR2/HHIP/GNG8/ZFPM2/SLC23A1/RARG/MSC/CCBE1/MME/ADAMTSL2/BMPR2/CEBPA	 51
BP	GO:0050804	modulation of chemical synaptic transmission	86/2067	438/19786	5.485678e-09	6.885109e-07	5.450049e-07	SYT7/ATP1A2/SNCAIP/SCT/CACNG5/CACNG4/EDN1/SLC1A3/SCTR/MEF2C/STX1B/RIMS4/CHRNA4/CELF4/PLAT/GRIN2D/RAB3A/PTN/APBA1/NEURL1/LGI1/CCL2/P2RX3/CUX2/HRH2/BCHE/CSPG5/SLC8A2/CNR1/TSHZ3/AKAP12/MAP1B/SYT4/AGT/DGKB/STXBP1/CDH11/EGFR/NLGN4X/NTRK2/LRRC4C/DRD2/SLC7A11/GRID2/DGKE/NRGN/WNT3A/EPHB1/GRIA1/SORCS3/CACNA1D/DGKI/CHRNB2/SHANK2/ADORA1/GRIK3/GUCY1A1/NPY5R/GRIK2/GPER1/NETO1/PRKCB/FAM107A/STAT3/GDNF/ROR2/CHRNA5/P2RY1/PRKCE/NPTX1/HAP1/GRIN1/KCNJ10/NRXN1/OXTR/CHRM2/ADGRB1/MAPT/SHISA7/RELN/NTNG2/MME/LAMA2/GRIN3A/NPTXR/SHANK3	 86
BP	GO:0099177	regulation of trans-synaptic signaling	86/2067	439/19786	6.138266e-09	7.543673e-07	5.971348e-07	SYT7/ATP1A2/SNCAIP/SCT/CACNG5/CACNG4/EDN1/SLC1A3/SCTR/MEF2C/STX1B/RIMS4/CHRNA4/CELF4/PLAT/GRIN2D/RAB3A/PTN/APBA1/NEURL1/LGI1/CCL2/P2RX3/CUX2/HRH2/BCHE/CSPG5/SLC8A2/CNR1/TSHZ3/AKAP12/MAP1B/SYT4/AGT/DGKB/STXBP1/CDH11/EGFR/NLGN4X/NTRK2/LRRC4C/DRD2/SLC7A11/GRID2/DGKE/NRGN/WNT3A/EPHB1/GRIA1/SORCS3/CACNA1D/DGKI/CHRNB2/SHANK2/ADORA1/GRIK3/GUCY1A1/NPY5R/GRIK2/GPER1/NETO1/PRKCB/FAM107A/STAT3/GDNF/ROR2/CHRNA5/P2RY1/PRKCE/NPTX1/HAP1/GRIN1/KCNJ10/NRXN1/OXTR/CHRM2/ADGRB1/MAPT/SHISA7/RELN/NTNG2/MME/LAMA2/GRIN3A/NPTXR/SHANK3	 86
BP	GO:0070252	actin-mediated cell contraction	35/2067	118/19786	6.637322e-09	7.929071e-07	6.276418e-07	CACNA1G/ATP1A2/KCNN2/MYBPC2/MYLK2/TNNC2/CAV1/PDE4D/EPB41L5/TNNT2/KCNJ5/KCNJ8/TNNI3/KCNA5/TNNT3/DSC2/CACNA1C/KCNE4/GJA1/CACNA1D/RNF207/STC1/TNNI1/ACTC1/ADORA1/SGCD/KCND3/DES/KCNE3/KCNE5/SCN4B/CTNNA3/SCN5A/MYL4/TPM2	 35
BP	GO:0048880	sensory system development	78/2067	385/19786	6.720691e-09	7.929071e-07	6.276418e-07	TFAP2B/PRDM1/SDK2/RARB/TGFB2/BMP7/JAG1/CELF4/CALB1/LIM2/PTN/GLI3/PITX3/TCIRG1/WNT5B/TULP1/PRPH2/EFEMP1/VAX2/OLFM3/RDH10/HPCA/INHBA/NDP/SOX9/RHOJ/BCL11B/DLL4/ALDH1A2/COL5A1/ATP8A2/MYH10/CRB1/PDGFRA/GDF11/SKIL/MYO7A/BCAR3/FBN2/SLC39A5/NTRK3/NKD1/ADAMTS18/WNT9A/MEIS1/COL8A1/MYH15/SDK1/EGFR/NTRK2/FREM2/SLC7A11/CACNA1C/GJA1/THY1/EPHB1/WNT9B/CPAMD8/FZD5/TGFBR2/FBN1/TUB/STAT3/COL8A2/RARG/SH3PXD2B/IRX5/FJX1/SLC17A8/LIMK2/DIO3/DLL1/ARHGEF15/BMPR2/COL5A2/MFRP/CNTF/LHX1	 78
BP	GO:0072028	nephron morphogenesis	29/2067	87/19786	6.937972e-09	7.964749e-07	6.304660e-07	HOXA11/WNT11/BMP7/SALL1/GLI3/FGF1/PGF/WNT1/SOX9/BMP2/HOXD11/LAMA5/AGT/WNT9B/WNT4/KIF26B/DCHS1/GDNF/NPNT/IRX1/IRX2/IRX3/AGTR2/PBX1/PTCH1/FAT4/FMN1/FOXD1/LHX1	 29
BP	GO:0048592	eye morphogenesis	43/2067	163/19786	7.020969e-09	7.964749e-07	6.304660e-07	TFAP2B/PRDM1/SDK2/RARB/BMP7/JAG1/CALB1/PTN/GLI3/PITX3/TULP1/EFEMP1/VAX2/OLFM3/SOX9/COL5A1/ATP8A2/CRB1/GDF11/MYO7A/BCAR3/FBN2/NKD1/WNT9A/MEIS1/COL8A1/SDK1/NTRK2/THY1/EPHB1/FZD5/FBN1/STAT3/COL8A2/RARG/IRX5/FJX1/DIO3/DLL1/COL5A2/MFRP/CNTF/LHX1	 43
BP	GO:0072078	nephron tubule morphogenesis	28/2067	83/19786	9.299971e-09	1.035104e-06	8.193579e-07	HOXA11/WNT11/SALL1/GLI3/FGF1/PGF/WNT1/SOX9/BMP2/HOXD11/LAMA5/AGT/WNT9B/WNT4/KIF26B/DCHS1/GDNF/NPNT/IRX1/IRX2/IRX3/AGTR2/PBX1/PTCH1/FAT4/FMN1/FOXD1/LHX1	 28
BP	GO:0060048	cardiac muscle contraction	38/2067	136/19786	9.513303e-09	1.039240e-06	8.226318e-07	CACNA1G/EHD3/ATP1A2/KCNN2/MYLK2/CAV1/PDE4D/RGS2/TNNT2/CCN2/KCNJ5/KCNJ8/CXCR4/TNNI3/KCNA5/ACE2/HRC/DSC2/HCN4/PDE5A/CACNA1C/KCNE4/GJA1/CACNA1D/RNF207/STC1/ACTC1/ADORA1/ADRA1B/SGCD/KCND3/KCNE3/KCNE5/SCN4B/SLC8A1/CTNNA3/SCN5A/MYL4	 38
BP	GO:0030048	actin filament-based movement	38/2067	137/19786	1.185336e-08	1.271327e-06	1.006345e-06	CACNA1G/ATP1A2/KCNN2/MYBPC2/MYLK2/TNNC2/CAV1/PDE4D/EPB41L5/TNNT2/KCNJ5/KCNJ8/TNNI3/KCNA5/TNNT3/MYH10/DSC2/MYO7A/CACNA1C/KCNE4/GJA1/CACNA1D/MYO1E/RNF207/STC1/TNNI1/ACTC1/ADORA1/SGCD/KCND3/DES/KCNE3/KCNE5/SCN4B/CTNNA3/SCN5A/MYL4/TPM2	 38
BP	GO:0061138	morphogenesis of a branching epithelium	50/2067	208/19786	1.278611e-08	1.327095e-06	1.050489e-06	HOXA11/HGF/CASR/TNC/TP63/GLI2/FGFR1/EDN1/BMP7/ESRP2/SALL1/SFRP1/RASIP1/GLI3/VDR/FGF1/ACVR1/PGF/RDH10/WNT1/SOX9/BMP2/HOXD11/DLL4/LAMA5/AGT/EGF/FGF7/SFRP2/RSPO3/RSPO2/ADM/EDNRA/WNT9B/WNT4/FZD5/TGFBR2/HHIP/DCHS1/GDNF/NPNT/AR/AGTR2/PBX1/PTCH1/FAT4/TGM2/NOTCH4/FOXD1/LHX1	 50
BP	GO:0001823	mesonephros development	33/2067	110/19786	1.302417e-08	1.327095e-06	1.050489e-06	HOXA11/RARB/FGFR1/WNT11/BMP7/SALL1/CALB1/SFRP1/GLI3/FGF1/PGF/WNT1/SOX9/BMP2/HOXD11/FOXJ1/LAMA5/GDF11/AGT/WNT9B/WNT4/KIF26B/BMPER/DCHS1/GDNF/NPNT/AGTR2/PBX1/PTCH1/FAT4/FMN1/FOXD1/LHX1	 33
BP	GO:0034765	regulation of ion transmembrane transport	91/2067	481/19786	1.317363e-08	1.327095e-06	1.050489e-06	CACNA1G/EHD3/ATP1A2/FHL1/KCNG1/GNB5/TRPM5/CACNG5/CACNG4/KCNN2/MEF2C/ABCB1/TESC/CAPN3/CACNA1I/CACNA1F/KCND1/CORO1A/JPH1/CACNG7/CAV1/TSPAN13/PPIF/RGS9/ASIC2/CCL2/TCIRG1/PDE4D/RGS2/KCNQ4/KCNJ5/KCNJ8/HPCA/KCNA5/DPP6/HRC/KCNC3/APLNR/DYSF/AGT/SCN2A/TRPC6/HCN4/STAC2/STAC/CRHBP/KCNMB1/DRD2/ADRA2A/DLG2/CACNA1C/KCNJ1/GJA1/THY1/GRIA1/CACNA1D/RNF207/CLIC6/S100A1/GPER1/GEM/KCNC2/NETO1/RRAD/KCNJ4/PCSK9/KCNS3/PRKCE/KCND3/GLRX/HAP1/DPP10/KCNE3/KCNE5/GRIN1/SCN4B/KCNJ10/F2/CACNB4/SLC8A1/SCN5A/LRRC55/KCNH8/KCNQ3/CLCNKB/KCNQ5/CLCNKA/RELN/SCN8A/SHANK3/NEFL	 91
BP	GO:0030324	lung development	46/2067	184/19786	1.327320e-08	1.327095e-06	1.050489e-06	TNC/FSTL3/SREBF1/GLI2/FGFR1/WNT11/ADAMTS2/ESRP2/CRISPLD2/RAB3A/PTN/GLI3/GLI1/FGF1/IGFBP5/CCN2/TGFB3/RDH10/SRSF6/SOX9/ALDH1A2/FOXJ1/LAMA5/CHI3L1/SFTPD/PDGFRA/HS6ST1/FGF7/GATA6/RCN3/EGFR/RSPO2/NFIB/SLC7A11/FGF18/ZIC3/PKDCC/TGFBR2/HHIP/ZFPM2/SLC23A1/CCBE1/MME/ADAMTSL2/BMPR2/CEBPA	 46
BP	GO:0061337	cardiac conduction	40/2067	149/19786	1.364256e-08	1.341292e-06	1.061727e-06	CACNA1G/EHD3/ATP1A2/ABCC9/CACNG5/CACNG4/KCNN2/CACNA1F/KCND1/CACNG7/CAV1/PDE4D/SLC8A2/KCNJ5/KCNA5/ACE2/HRC/DSC2/AGT/KCNK1/FXYD6/HCN4/CORIN/CACNA1C/GJA1/CACNA1D/RNF207/SPTBN4/KCNJ4/NPR1/KCNK3/KCND3/KCNE3/KCNE5/SCN4B/CACNB4/SLC8A1/CTNNA3/SCN5A/ATP2A1	 40
BP	GO:0015711	organic anion transport	87/2067	454/19786	1.480371e-08	1.431592e-06	1.133206e-06	SLC7A2/ABCB4/NOS2/SLC13A2/SLC7A14/SLC38A5/ATP1A2/SLC7A9/ABCC2/CASR/XK/SLC6A15/CA12/EDN1/SLC1A3/SLC13A1/ABCB1/SLC4A11/SLC16A8/SLCO4A1/AVP/SLC52A3/SLC32A1/OCA2/RAB3A/APBA1/ABCC3/APOC3/SLC16A10/PLA2G4A/RGS2/APOA1/ATP10B/SLC10A2/APOC1/ACE2/G6PC/SYT4/ATP8A2/TRPC4/SPX/SLC26A10/AGT/LRRC8A/STXBP1/PLA2G12B/MTTP/SLC13A5/SLC27A3/SLC16A2/NTRK2/SLC5A12/DRD2/SLC7A11/GJA1/PITPNC1/SLC16A1/SFXN2/ADORA1/SLC2A2/FABP1/SLC51A/NPY5R/SYK/SLC7A3/CA4/PLA2G4F/SLC23A1/SLC22A13/SLCO4C1/SLC25A30/SLC16A11/SLCO2A1/SLCO3A1/KCNJ10/SLC17A8/AGTR2/GLTPD2/TNFAIP8L3/SLC51B/CYP4A11/SLC6A17/SLC22A12/SLC22A6/ABCA4/ATP10A/SLC5A8	 87
BP	GO:0060562	epithelial tube morphogenesis	73/2067	358/19786	1.537634e-08	1.462984e-06	1.158055e-06	HOXA11/CASR/TNC/GLI2/EDN1/MEF2C/WNT11/TGFB2/SALL4/BMP7/ESRP2/SALL1/SFRP1/RASIP1/COBL/GLI3/VDR/BMP5/FGF1/ACVR1/PGF/RDH10/CXCR4/STIL/SOX4/WNT1/SOX9/BMP2/HOXD11/DLL4/LAMA5/STARD13/AGT/EGF/PRICKLE1/LGR5/SFRP2/RSPO2/ADM/ADAMTS12/EDNRA/GJA1/WNT3A/ZIC3/RNF207/WNT9B/WNT4/KIF26B/TGFBR2/HAND2/HHIP/SOX17/CTHRC1/DCHS1/GDNF/NPNT/AR/IRX1/IRX2/RARG/IRX3/ALX1/AGTR2/PBX1/PTCH1/FAT4/DLL1/SOX18/NOTCH4/TRIM71/FMN1/FOXD1/LHX1	 73
BP	GO:0007409	axonogenesis	81/2067	413/19786	1.602703e-08	1.500690e-06	1.187901e-06	SEMA3F/ETV1/GAB2/XK/NGFR/CTNNA2/EPHA8/TRPC5/GLI2/PAK3/SEMA5B/NEFH/RPS6KA5/DOK5/BMP7/MAG/COBL/GLI3/CXCL12/UNC5B/LGI1/UST/FN1/VAX2/SPP1/CXCR4/BCL11B/OLFM1/MAP1B/MATN2/ATP8A2/MYH10/DCLK1/SKIL/STXBP1/SPTBN5/NTRK3/CDH11/BOC/EPHA5/PIK3R1/VLDLR/NFIB/NTRK2/LRRC4C/NCAM1/DRD2/FEZ1/THY1/WNT3A/EPHB1/SPTBN4/CHRNB2/NFASC/OTX2/ISLR2/GFRA2/GDNF/ALCAM/B3GNT2/BDNF/GRIN1/SLITRK1/NRXN1/ADGRB1/FLRT2/PTCH1/MAPT/SLIT1/TRPV2/COL25A1/RELN/NTNG2/LAMA2/L1CAM/BMPR2/SHANK3/FOXD1/TUBB3/LHX1/NEFL	 81
BP	GO:0001763	morphogenesis of a branching structure	52/2067	222/19786	1.679646e-08	1.532573e-06	1.213140e-06	HOXA11/HGF/CASR/TNC/PRDM1/TP63/GLI2/FGFR1/EDN1/BMP7/ESRP2/SALL1/SFRP1/RASIP1/GLI3/VDR/FGF1/ACVR1/PGF/RDH10/WNT1/SOX9/BMP2/HOXD11/DLL4/LAMA5/AGT/EGF/FGF7/SFRP2/RSPO3/RSPO2/ADM/DRD2/EDNRA/WNT9B/WNT4/FZD5/TGFBR2/HHIP/DCHS1/GDNF/NPNT/AR/AGTR2/PBX1/PTCH1/FAT4/TGM2/NOTCH4/FOXD1/LHX1	 52
BP	GO:0072088	nephron epithelium morphogenesis	28/2067	85/19786	1.688715e-08	1.532573e-06	1.213140e-06	HOXA11/WNT11/SALL1/GLI3/FGF1/PGF/WNT1/SOX9/BMP2/HOXD11/LAMA5/AGT/WNT9B/WNT4/KIF26B/DCHS1/GDNF/NPNT/IRX1/IRX2/IRX3/AGTR2/PBX1/PTCH1/FAT4/FMN1/FOXD1/LHX1	 28
BP	GO:0003002	regionalization	70/2067	340/19786	2.016045e-08	1.801917e-06	1.426344e-06	SEMA3F/HOXA11/MEOX1/HOXC8/ALX4/TP63/GLI2/WNT8B/FGFR1/EDN1/MEF2C/SFRP1/COBL/GLI3/GLI1/MDFI/TBX18/FGF1/EPB41L5/ACVR1/VAX2/WLS/HOXC11/WNT1/BMP2/TCF15/HOXD10/HOXD11/DLL4/ALDH1A2/FOXJ1/GATA5/GDF11/EMX1/PCDH8/NKD1/GPR161/SFRP2/RIPPLY1/CRB2/WNT3A/ZIC3/ETS2/TDRD5/MSX1/FZD5/HHIP/SOX17/OTX2/PBX3/GDNF/AXIN2/ROR2/AR/IRX1/IRX2/RARG/IRX3/PLD6/ALX1/PBX1/PTCH1/RELN/XRCC2/DLL1/BMPR2/ADGRG1/NTF4/FOXD1/LHX1	 70
BP	GO:0051963	regulation of synapse assembly	33/2067	112/19786	2.131465e-08	1.876644e-06	1.485496e-06	MEF2C/SRPX2/ASIC2/CUX2/MDGA1/ADGRB2/FLRT1/ADGRB3/TLR2/NTRK3/NTRK2/GRID2/WNT3A/EPHB1/CHRNB2/PDLIM5/LRFN5/GAP43/LRRN3/LRRN1/BDNF/GRIN1/SLITRK1/SLITRK4/NRXN1/OXTR/ADGRB1/FLRT2/THBS2/SLIT1/IL1RAPL2/NTNG2/LRRTM3	 33
BP	GO:0097756	negative regulation of blood vessel diameter	27/2067	81/19786	2.277676e-08	1.975884e-06	1.564051e-06	ATP1A2/CASR/EDN1/ICAM1/AVP/CAV1/ACTA2/ASIC2/HRH2/KCNA5/ACE2/CRP/AGT/HTR2B/AGTR1/EGFR/DOCK5/ADM/ADRA2A/EDNRA/GJA1/ADORA1/APLN/FGA/SLC8A1/ADRA2C/BMPR2	 27
BP	GO:0035296	regulation of tube diameter	36/2067	129/19786	2.394949e-08	2.018258e-06	1.597593e-06	ATP1A2/CASR/UTS2/EDN1/ICAM1/AVP/CAV1/ACTA2/ASIC2/HRH2/RGS2/KCNA5/ACE2/CRP/AGT/HTR2B/AGTR1/KCNMB1/EGFR/DOCK5/ADM/ADRA2A/EDNRA/GJA1/ADORA1/GUCY1A1/GPER1/NPR1/P2RY1/APLN/FGA/P2RY2/AGTR2/SLC8A1/ADRA2C/BMPR2	 36
BP	GO:0097746	regulation of blood vessel diameter	36/2067	129/19786	2.394949e-08	2.018258e-06	1.597593e-06	ATP1A2/CASR/UTS2/EDN1/ICAM1/AVP/CAV1/ACTA2/ASIC2/HRH2/RGS2/KCNA5/ACE2/CRP/AGT/HTR2B/AGTR1/KCNMB1/EGFR/DOCK5/ADM/ADRA2A/EDNRA/GJA1/ADORA1/GUCY1A1/GPER1/NPR1/P2RY1/APLN/FGA/P2RY2/AGTR2/SLC8A1/ADRA2C/BMPR2	 36
